term,p_pos,p_neg,class
pirãoi,1.0,0.0,positivo
chmado,0.5,0.5,negativo
zoológicos,1.0,0.0,positivo
congraçamentos,1.0,0.0,positivo
deliciocas,1.0,0.0,positivo
pápricas,1.0,0.0,positivo
mentaway,1.0,0.0,positivo
ganhace,1.0,0.0,positivo
insira-o,1.0,0.0,positivo
somenta,1.0,0.0,positivo
higienico.sei,1.0,0.0,positivo
filadefia,0.5,0.5,negativo
soteropolotana,1.0,0.0,positivo
reservadoantes,1.0,0.0,positivo
reanimam,1.0,0.0,positivo
chicletado,1.0,0.0,positivo
com.minja,1.0,0.0,positivo
em.plena,1.0,0.0,positivo
simpático!ambiente,1.0,0.0,positivo
compraravel,1.0,0.0,positivo
não-vegetariano,1.0,0.0,positivo
princï,1.0,0.0,positivo
locsl,1.0,0.0,positivo
.sempre,0.9636015325670498,0.036398467432950186,positivo
todos.entrada,1.0,0.0,positivo
micos《pequeno,1.0,0.0,positivo
rocheford,1.0,0.0,positivo
pedims,1.0,0.0,positivo
vira,0.6602231964926265,0.33977680350737344,positivo
peperoni,0.8853503184713376,0.11464968152866242,positivo
coadas,0.0,1.0,negativo
cohajap,0.7777777777777778,0.2222222222222222,positivo
salgada!possuem,1.0,0.0,positivo
branco/,0.88,0.12,positivo
itanahguav,1.0,0.0,positivo
rsssssss,1.0,0.0,positivo
cocktail,0.911214953271028,0.08878504672897196,positivo
qualificadissima,1.0,0.0,positivo
gangster,1.0,0.0,positivo
safisfeitos,1.0,0.0,positivo
borguigon,1.0,0.0,positivo
neurótico,1.0,0.0,positivo
supervaliosos,1.0,0.0,positivo
xingamentos,0.25,0.75,negativo
leoas,1.0,0.0,positivo
líricas,1.0,0.0,positivo
comidias,1.0,0.0,positivo
18:30,0.8354037267080745,0.16459627329192547,positivo
do-reiiiiii,1.0,0.0,positivo
geladissimos,0.9230769230769232,0.07692307692307693,positivo
millenial,0.0,1.0,negativo
seimples,1.0,0.0,positivo
folha.e,1.0,0.0,positivo
serwice,1.0,0.0,positivo
decepcionadíssimo,0.0,1.0,negativo
prainha,0.9558823529411764,0.04411764705882353,positivo
tudo!!!ambiente,1.0,0.0,positivo
incríveeel,1.0,0.0,positivo
retorneei,1.0,0.0,positivo
burgues,0.9283018867924528,0.07169811320754718,positivo
resenha,0.8274647887323944,0.17253521126760565,positivo
tapiocaria,0.953216374269006,0.04678362573099415,positivo
vexatórios,0.0,1.0,negativo
desconheço,0.8297872340425532,0.1702127659574468,positivo
utensils,1.0,0.0,positivo
masseira,0.0,1.0,negativo
competamente,0.0,1.0,negativo
dimensionas,0.0,1.0,negativo
macarronada,0.9184549356223176,0.0815450643776824,positivo
açessivel,1.0,0.0,positivo
justo!!ambiente,1.0,0.0,positivo
booooooa,1.0,0.0,positivo
cardigan,0.0,1.0,negativo
temparado,1.0,0.0,positivo
insinuativo,0.0,1.0,negativo
saímso,1.0,0.0,positivo
exelencte,1.0,0.0,positivo
tequilieros,1.0,0.0,positivo
meui,0.75,0.25,positivo
indefinidamente,0.5714285714285714,0.42857142857142855,positivo
pkace,1.0,0.0,positivo
uuhhhmmm,1.0,0.0,positivo
apaixonada-,1.0,0.0,positivo
figata,0.8181818181818182,0.18181818181818185,positivo
lembranda,1.0,0.0,positivo
baiano´s,1.0,0.0,positivo
infravermelha,0.0,1.0,negativo
sincronizado,0.8965517241379308,0.10344827586206896,positivo
irresitíveis,1.0,0.0,positivo
porteiro,0.5588235294117647,0.4411764705882353,positivo
brasílico,1.0,0.0,positivo
desfrutar.sobremesas,1.0,0.0,positivo
arumaki,0.7884615384615384,0.21153846153846154,positivo
mint,0.8290598290598291,0.17094017094017094,positivo
barzao,1.0,0.0,positivo
consectivos,0.0,1.0,negativo
matavilhosoooooo,1.0,0.0,positivo
brano,1.0,0.0,positivo
fartoe,1.0,0.0,positivo
chamvura,1.0,0.0,positivo
pedonal,1.0,0.0,positivo
comifa,1.0,0.0,positivo
padão,0.959866220735786,0.04013377926421405,positivo
conher,1.0,0.0,positivo
serragem,0.7777777777777778,0.2222222222222222,positivo
oatendimento,0.875,0.125,positivo
coberuras,1.0,0.0,positivo
dedores,0.8884892086330936,0.11151079136690648,positivo
com.o,0.7307692307692307,0.2692307692307692,positivo
culti,0.9479768786127168,0.05202312138728324,positivo
borda,0.7834036568213784,0.21659634317862167,positivo
digicil,1.0,0.0,positivo
identificativo,1.0,0.0,positivo
hokkaydo,1.0,0.0,positivo
belhaven,1.0,0.0,positivo
pilah,1.0,0.0,positivo
fev/2010,0.0,1.0,negativo
japesca,0.8461538461538461,0.15384615384615385,positivo
gostosod,1.0,0.0,positivo
bodella,1.0,0.0,positivo
humanitária,0.0,1.0,negativo
acomodantes,1.0,0.0,positivo
barullento,1.0,0.0,positivo
corrreto,1.0,0.0,positivo
picadp,1.0,0.0,positivo
pbem,1.0,0.0,positivo
inka,0.956043956043956,0.04395604395604396,positivo
boa!!!local,1.0,0.0,positivo
stomache,1.0,0.0,positivo
expendedora,1.0,0.0,positivo
merlhor,1.0,0.0,positivo
matutinho,1.0,0.0,positivo
acomanhamentos,1.0,0.0,positivo
percebei,0.0,1.0,negativo
facy,1.0,0.0,positivo
sub-ingredientes,1.0,0.0,positivo
incomodos,0.6,0.4,positivo
gondola,0.8333333333333334,0.16666666666666666,positivo
maravavilhosas,1.0,0.0,positivo
pisano,1.0,0.0,positivo
agradável!ótima,1.0,0.0,positivo
ivel,0.8380766290034831,0.16192337099651685,positivo
demoooooraaaa,0.0,1.0,negativo
высокие,1.0,0.0,positivo
nauseados,0.0,1.0,negativo
locolomover,0.0,1.0,negativo
dinner,0.9135802469135802,0.08641975308641975,positivo
saírá,1.0,0.0,positivo
temse,1.0,0.0,positivo
probto,1.0,0.0,positivo
마나우스시에,1.0,0.0,positivo
shopping-,1.0,0.0,positivo
yoda,0.7777777777777778,0.2222222222222222,positivo
assessível,1.0,0.0,positivo
calamares,0.7959183673469388,0.20408163265306126,positivo
isakaias,0.0,1.0,negativo
suportaveis,0.75,0.25,positivo
implacáveis,1.0,0.0,positivo
fresquunha,1.0,0.0,positivo
pedindo(e,0.0,1.0,negativo
dulces,1.0,0.0,positivo
italiana-brasileira,1.0,0.0,positivo
dissuasório,1.0,0.0,positivo
pinoles,1.0,0.0,positivo
graruito,1.0,0.0,positivo
voltatortademaçã,1.0,0.0,positivo
franco-castelã,1.0,0.0,positivo
alfacinha,1.0,0.0,positivo
borrachitos,1.0,0.0,positivo
digeríeis,1.0,0.0,positivo
tríplice,1.0,0.0,positivo
cobre,0.6852248394004282,0.3147751605995717,positivo
hamburgueiro,1.0,0.0,positivo
culpados,0.3125,0.6875,negativo
supermegadeliciosa,1.0,0.0,positivo
caprichados(servido,1.0,0.0,positivo
desrespeituoso,0.0,1.0,negativo
dobra,0.8832315003394433,0.11676849966055668,positivo
fechago,1.0,0.0,positivo
’maravigold,1.0,0.0,positivo
ri­tual,1.0,0.0,positivo
fulêro,1.0,0.0,positivo
erroneas,0.0,1.0,negativo
xixin,1.0,0.0,positivo
meatpacking,1.0,0.0,positivo
educadissmos,1.0,0.0,positivo
justifiva,1.0,0.0,positivo
quilombolas,1.0,0.0,positivo
crispe,0.8333333333333334,0.16666666666666666,positivo
melhorescatendentes,1.0,0.0,positivo
joalheiro,1.0,0.0,positivo
sabador,1.0,0.0,positivo
charmos,0.9776023890784984,0.02239761092150171,positivo
epermaneci,0.0,1.0,negativo
maravilhsas,1.0,0.0,positivo
irrespirável,0.0,1.0,negativo
pastano,1.0,0.0,positivo
sensaciaonal,1.0,0.0,positivo
pasticceria,0.75,0.25,positivo
custo-beneício,1.0,0.0,positivo
piriri,0.5,0.5,negativo
gratra,0.0,1.0,negativo
local;s,0.0,1.0,negativo
brustolada,0.9655172413793104,0.03448275862068965,positivo
blasè,1.0,0.0,positivo
calsone,1.0,0.0,positivo
restaurantweek,0.6363636363636364,0.3636363636363637,positivo
adora,0.9567938021454112,0.0432061978545888,positivo
portuguesá,1.0,0.0,positivo
cioso,0.9859350612495862,0.014064938750413848,positivo
destrai,0.9285714285714286,0.07142857142857142,positivo
berr,0.8233766233766234,0.17662337662337665,positivo
diferntea,1.0,0.0,positivo
bomida,1.0,0.0,positivo
graveloso,1.0,0.0,positivo
custumer,1.0,0.0,positivo
texan,0.9487179487179488,0.05128205128205128,positivo
convidante,1.0,0.0,positivo
temha,0.5,0.5,negativo
sempre.lotado,1.0,0.0,positivo
hereford,0.9333333333333332,0.06666666666666668,positivo
esbaforida,0.0,1.0,negativo
palmas,0.9620330679730558,0.03796693202694428,positivo
notredame,1.0,0.0,positivo
paracone,1.0,0.0,positivo
mase,0.9152542372881356,0.0847457627118644,positivo
lusocarioca,1.0,0.0,positivo
recém-fechado,1.0,0.0,positivo
rostit,0.475,0.525,negativo
mexidas,0.29411764705882354,0.7058823529411765,negativo
havja,0.0,1.0,negativo
sube,0.6666666666666666,0.3333333333333333,positivo
estrepitoso,1.0,0.0,positivo
pérgula,0.9112903225806452,0.08870967741935484,positivo
límpinho,1.0,0.0,positivo
retornarao,0.0,1.0,negativo
da.praça,1.0,0.0,positivo
prisco,1.0,0.0,positivo
armadilha,0.4437086092715232,0.5562913907284768,negativo
revitlizar,1.0,0.0,positivo
-pode,0.6363636363636364,0.3636363636363637,positivo
contratorpedeiro,1.0,0.0,positivo
quintinhos,1.0,0.0,positivo
campões,1.0,0.0,positivo
opcaonse,1.0,0.0,positivo
lanches(em,1.0,0.0,positivo
providenciares,1.0,0.0,positivo
tocandonpra,1.0,0.0,positivo
muuuiuuiiittooo,1.0,0.0,positivo
marajo,0.9069767441860463,0.09302325581395347,positivo
atrolhado,0.5,0.5,negativo
excepcional(rodízio,1.0,0.0,positivo
peketita,0.0,1.0,negativo
sorrentin,0.7735849056603774,0.22641509433962265,positivo
grandisíssima,1.0,0.0,positivo
primevera,1.0,0.0,positivo
levezinha,1.0,0.0,positivo
boa.a,0.9838709677419356,0.016129032258064516,positivo
fihote,1.0,0.0,positivo
sopao,1.0,0.0,positivo
docíssima,1.0,0.0,positivo
simpatria,1.0,0.0,positivo
salcichas,1.0,0.0,positivo
eacuros,1.0,0.0,positivo
lachas,0.8888888888888888,0.1111111111111111,positivo
diaponivel,1.0,0.0,positivo
coneci,1.0,0.0,positivo
pensar.no,1.0,0.0,positivo
iougurte,1.0,0.0,positivo
rocks,0.9666666666666668,0.03333333333333333,positivo
combináveis,1.0,0.0,positivo
satisfeitíssimos!!vinho,1.0,0.0,positivo
paticas,0.97,0.03,positivo
queeeente,1.0,0.0,positivo
knut,0.9411764705882352,0.05882352941176471,positivo
inusuais,1.0,0.0,positivo
deeeez,1.0,0.0,positivo
marailhosos,1.0,0.0,positivo
sarnambis,1.0,0.0,positivo
japo-brasileiras,1.0,0.0,positivo
impressao,0.4715447154471545,0.5284552845528455,negativo
megativo,1.0,0.0,positivo
luca,0.9654377880184332,0.034562211981566816,positivo
otomi,0.8333333333333334,0.16666666666666666,positivo
jalepeno,1.0,0.0,positivo
tri-mix,1.0,0.0,positivo
assistants,1.0,0.0,positivo
bonuta,1.0,0.0,positivo
romanromântico,1.0,0.0,positivo
super-especiais,1.0,0.0,positivo
mutuca,1.0,0.0,positivo
venhs,1.0,0.0,positivo
prooximoda,1.0,0.0,positivo
pitininga,1.0,0.0,positivo
hour/,1.0,0.0,positivo
whanderson,1.0,0.0,positivo
paranomica,1.0,0.0,positivo
soufflée,1.0,0.0,positivo
rechada,0.8666666666666667,0.13333333333333333,positivo
queijo.and,1.0,0.0,positivo
telegráfica,1.0,0.0,positivo
riquísimos,1.0,0.0,positivo
antiga;;;mas,1.0,0.0,positivo
palmetos,1.0,0.0,positivo
cominam,1.0,0.0,positivo
pletzale,1.0,0.0,positivo
pina,0.8920383493122134,0.10796165068778657,positivo
congelendo,1.0,0.0,positivo
maison,0.9152542372881356,0.0847457627118644,positivo
hhhhaaaaoooooooooogghhhhhhhhhhahahhhshshsjajaajjwjskakakkskaksnsnnsnsnsnammznzn,1.0,0.0,positivo
frequenter,1.0,0.0,positivo
tabereba,1.0,0.0,positivo
tapuocas,1.0,0.0,positivo
refregirado,0.5,0.5,negativo
cetogenica,1.0,0.0,positivo
mensal-,0.0,1.0,negativo
perqaputanga,1.0,0.0,positivo
estraorfinario,1.0,0.0,positivo
pajillera,1.0,0.0,positivo
mal-educados.não,0.0,1.0,negativo
ralabucho,1.0,0.0,positivo
fredquinhos,1.0,0.0,positivo
encare,0.8690095846645367,0.13099041533546327,positivo
belemenses,1.0,0.0,positivo
coleguinhas,0.8333333333333334,0.16666666666666666,positivo
crevette,0.8918918918918919,0.10810810810810813,positivo
corvadia,1.0,0.0,positivo
bruillet,1.0,0.0,positivo
piracuru,1.0,0.0,positivo
equiv,0.7656565656565657,0.23434343434343435,positivo
massagem,0.9797160243407708,0.02028397565922921,positivo
matrinxa,0.9090909090909092,0.09090909090909093,positivo
fugui,0.5,0.5,negativo
ocmo,0.5,0.5,negativo
vala,0.8725490196078431,0.12745098039215685,positivo
impressonante,1.0,0.0,positivo
ótimno,1.0,0.0,positivo
sem-nos,0.5,0.5,negativo
diversificaçao,1.0,0.0,positivo
posível,1.0,0.0,positivo
erimison,1.0,0.0,positivo
qainda,1.0,0.0,positivo
comprovadas,1.0,0.0,positivo
massinha,0.8923766816143498,0.10762331838565024,positivo
chuit,1.0,0.0,positivo
juisy,1.0,0.0,positivo
estacionamentofica,1.0,0.0,positivo
laçinho,1.0,0.0,positivo
enqt,0.8064516129032258,0.1935483870967742,positivo
décontractée,1.0,0.0,positivo
ecaprovamos,1.0,0.0,positivo
lentinhos,1.0,0.0,positivo
engordurado!no,0.0,1.0,negativo
adolescetes,1.0,0.0,positivo
servemesmo,1.0,0.0,positivo
suigeneres,1.0,0.0,positivo
debochada!agradeço,0.0,1.0,negativo
vissimo,0.9767441860465116,0.02325581395348837,positivo
culiinária,1.0,0.0,positivo
tove,0.8497409326424871,0.15025906735751296,positivo
amamomos,1.0,0.0,positivo
saqueríssima,1.0,0.0,positivo
suscetíveis,1.0,0.0,positivo
stonia,1.0,0.0,positivo
mmolho,1.0,0.0,positivo
supinamente,1.0,0.0,positivo
simáatico,1.0,0.0,positivo
aaaamooo,1.0,0.0,positivo
sefaz,0.6,0.4,positivo
fattouch,1.0,0.0,positivo
degustação(100,1.0,0.0,positivo
agrônomos,0.0,1.0,negativo
interferi,0.8888888888888888,0.1111111111111111,positivo
mar.bom,1.0,0.0,positivo
capirao,1.0,0.0,positivo
melhorservicodecarnesdomundo,1.0,0.0,positivo
zharan,1.0,0.0,positivo
preparaçãon,1.0,0.0,positivo
girassois,1.0,0.0,positivo
meuarido,1.0,0.0,positivo
alterzana,1.0,0.0,positivo
tprincipais,1.0,0.0,positivo
descansador,1.0,0.0,positivo
rubalo,1.0,0.0,positivo
rústica-moderna,1.0,0.0,positivo
optical,1.0,0.0,positivo
babu,0.9047619047619048,0.09523809523809523,positivo
muuuiiitoo,1.0,0.0,positivo
doçes,1.0,0.0,positivo
ancoras,1.0,0.0,positivo
valiosíssimo,1.0,0.0,positivo
compat´veis,1.0,0.0,positivo
maravilhosoooooooooooo,1.0,0.0,positivo
pésimos,0.0,1.0,negativo
farid,0.8857142857142857,0.11428571428571427,positivo
passado)ao,1.0,0.0,positivo
inspiraria,1.0,0.0,positivo
poltrona,0.9283489096573208,0.07165109034267912,positivo
despencados,0.0,1.0,negativo
atendimento.tem,1.0,0.0,positivo
cariocas.vale,1.0,0.0,positivo
condesado,1.0,0.0,positivo
barbequio,1.0,0.0,positivo
papido,1.0,0.0,positivo
cliéntes,1.0,0.0,positivo
quisá,1.0,0.0,positivo
mheart,1.0,0.0,positivo
mexicana-brasileira,1.0,0.0,positivo
cirkula,1.0,0.0,positivo
rolpas,1.0,0.0,positivo
almocavamos,0.0,1.0,negativo
agradável!!!comida,1.0,0.0,positivo
fora-de-caixa,1.0,0.0,positivo
corretta,1.0,0.0,positivo
selfl,1.0,0.0,positivo
inedito,0.8333333333333334,0.16666666666666666,positivo
deliiiciiosooss,1.0,0.0,positivo
pirajuçara,1.0,0.0,positivo
cangaços,1.0,0.0,positivo
divaga,0.8,0.2,positivo
ostentosa,0.0,1.0,negativo
caro,0.7863223542244671,0.21367764577553292,positivo
prestado,0.8430446194225721,0.15695538057742786,positivo
milagrosas,1.0,0.0,positivo
repiti,0.9166666666666666,0.08333333333333333,positivo
cipolla,1.0,0.0,positivo
chum-chum,1.0,0.0,positivo
dicendomi,0.0,1.0,negativo
ogostosos,1.0,0.0,positivo
geladissinas,1.0,0.0,positivo
cumprimentando-nos,1.0,0.0,positivo
bingadas,1.0,0.0,positivo
deleciso,1.0,0.0,positivo
lupetta,1.0,0.0,positivo
alloggiavamo,1.0,0.0,positivo
10.ĺ,1.0,0.0,positivo
parmiggiana,0.8181818181818182,0.18181818181818185,positivo
cima(na,0.0,1.0,negativo
as.novas,1.0,0.0,positivo
prezerosa,1.0,0.0,positivo
frequntadora,1.0,0.0,positivo
-viva,0.875,0.125,positivo
restricão,1.0,0.0,positivo
enlameado,1.0,0.0,positivo
arigatô,1.0,0.0,positivo
delcious,1.0,0.0,positivo
salteie,1.0,0.0,positivo
desincentiva,0.5,0.5,negativo
pedregulho,1.0,0.0,positivo
flurescente,1.0,0.0,positivo
lendario,1.0,0.0,positivo
catnes,1.0,0.0,positivo
cidadees,1.0,0.0,positivo
16.12.17,0.0,1.0,negativo
normalmentebé,1.0,0.0,positivo
spetto,0.78125,0.21875,positivo
indivisível,0.0,1.0,negativo
itaparika,0.5,0.5,negativo
apagados,0.5555555555555556,0.4444444444444444,positivo
surpres,0.8434455270150576,0.15655447298494246,positivo
cajango,1.0,0.0,positivo
plateau,0.875,0.125,positivo
continuada,1.0,0.0,positivo
stickadinhos,1.0,0.0,positivo
inculsos,1.0,0.0,positivo
irrrrrrrr,1.0,0.0,positivo
gengival,0.0,1.0,negativo
souteé,1.0,0.0,positivo
cacarola,1.0,0.0,positivo
centralizadas,1.0,0.0,positivo
não-crus,1.0,0.0,positivo
bandoneon,1.0,0.0,positivo
acelgamac,1.0,0.0,positivo
maykon,1.0,0.0,positivo
legal!serviço,1.0,0.0,positivo
"frita""tipo",1.0,0.0,positivo
completísima,1.0,0.0,positivo
orfã,1.0,0.0,positivo
boca!maravilhoso,1.0,0.0,positivo
b3n3ficil,1.0,0.0,positivo
receitaaaaa,1.0,0.0,positivo
baicurú,1.0,0.0,positivo
pessia,0.7142857142857143,0.2857142857142857,positivo
"todo""socado",0.0,1.0,negativo
iluminado.simpático,1.0,0.0,positivo
anestesicas,1.0,0.0,positivo
expositor,0.8823529411764706,0.1176470588235294,positivo
simpático;pratos,1.0,0.0,positivo
feelwe,0.0,1.0,negativo
vódica,1.0,0.0,positivo
sizal,0.0,1.0,negativo
vermute,0.75,0.25,positivo
itapariká,1.0,0.0,positivo
órbita,0.8775510204081632,0.12244897959183673,positivo
primoravel,1.0,0.0,positivo
maravilhosa!!!!!além,1.0,0.0,positivo
atormentado,1.0,0.0,positivo
reesquentado,0.0,1.0,negativo
provavelmte,1.0,0.0,positivo
ummapreciador,1.0,0.0,positivo
ligal,1.0,0.0,positivo
desculparia,0.0,1.0,negativo
manchandos,0.0,1.0,negativo
aespetacular,1.0,0.0,positivo
arruinada,0.2727272727272727,0.7272727272727273,negativo
justinho,1.0,0.0,positivo
fescas,1.0,0.0,positivo
carrissíma,1.0,0.0,positivo
trascurato,0.0,1.0,negativo
chablis,1.0,0.0,positivo
cafá,0.6666666666666666,0.3333333333333333,positivo
umea,1.0,0.0,positivo
baianeiro,1.0,0.0,positivo
superagil,1.0,0.0,positivo
lokomono,1.0,0.0,positivo
/tempurá,1.0,0.0,positivo
palafita,0.9253731343283582,0.07462686567164177,positivo
molharia,0.0,1.0,negativo
oobrigatóriaobrigatória,1.0,0.0,positivo
trapeiro,1.0,0.0,positivo
meringata,1.0,0.0,positivo
ortolana,1.0,0.0,positivo
umnrestaurante,1.0,0.0,positivo
estacion,0.9545378572622428,0.045462142737756985,positivo
must-see,1.0,0.0,positivo
compesate,1.0,0.0,positivo
ruborizados,1.0,0.0,positivo
gelada!!vale,1.0,0.0,positivo
sufcientes,1.0,0.0,positivo
execelemte,1.0,0.0,positivo
subliminar,0.6666666666666666,0.3333333333333333,positivo
açairoca,1.0,0.0,positivo
meshi,0.9022556390977444,0.09774436090225563,positivo
caprése,1.0,0.0,positivo
irresistívell,1.0,0.0,positivo
delicipso,1.0,0.0,positivo
sombrilhas,1.0,0.0,positivo
servidos!!deliciosos,1.0,0.0,positivo
maaaaaaaaravilhosas,1.0,0.0,positivo
não-visita,1.0,0.0,positivo
shoader,1.0,0.0,positivo
varejão,0.875,0.125,positivo
chateadíssimos,0.0,1.0,negativo
tototós,1.0,0.0,positivo
hotelao,1.0,0.0,positivo
fascinou-nos,1.0,0.0,positivo
frais,1.0,0.0,positivo
bate-volta,1.0,0.0,positivo
petiscos(tira,0.0,1.0,negativo
tradition,0.8928571428571429,0.10714285714285714,positivo
esquerdistas,1.0,0.0,positivo
razoável!final,1.0,0.0,positivo
meravigliosa,1.0,0.0,positivo
sofitsticacao,1.0,0.0,positivo
coléricas,1.0,0.0,positivo
açaï,1.0,0.0,positivo
sujestiveis,1.0,0.0,positivo
acarage,1.0,0.0,positivo
variadao,1.0,0.0,positivo
-higiene,1.0,0.0,positivo
cluber,1.0,0.0,positivo
referendados,1.0,0.0,positivo
afiadissima,1.0,0.0,positivo
sbagliato,0.8333333333333334,0.16666666666666666,positivo
imponível,1.0,0.0,positivo
tânicos,0.75,0.25,positivo
informamosnque,0.0,1.0,negativo
tulipão,1.0,0.0,positivo
cotivel,0.0,1.0,negativo
tranquilo)e,0.0,1.0,negativo
intensidade,0.8861788617886179,0.11382113821138212,positivo
lmpos,1.0,0.0,positivo
golaj,1.0,0.0,positivo
pagado,0.3695652173913043,0.6304347826086957,negativo
potiguar-sertaneja,1.0,0.0,positivo
rockfor,0.9,0.1,positivo
capuchinho,0.9090909090909092,0.09090909090909093,positivo
tradlicional,1.0,0.0,positivo
palntains,1.0,0.0,positivo
suavisados,1.0,0.0,positivo
mineirono,0.0,1.0,negativo
lsst,1.0,0.0,positivo
tiba,0.9392321905152946,0.0607678094847054,positivo
peuqenos,1.0,0.0,positivo
expessas,0.0,1.0,negativo
polvona,1.0,0.0,positivo
amendôas,1.0,0.0,positivo
minúscula.nao,0.0,1.0,negativo
sardenha,1.0,0.0,positivo
acessívei,0.9878048780487804,0.012195121951219513,positivo
intímo,1.0,0.0,positivo
justo!!!!,1.0,0.0,positivo
dugustar,1.0,0.0,positivo
aiau,1.0,0.0,positivo
dhered,1.0,0.0,positivo
latada,0.5081967213114754,0.4918032786885246,positivo
organoléptico,0.0,1.0,negativo
benefício-custo,1.0,0.0,positivo
estalaçáo,0.0,1.0,negativo
abnormal,1.0,0.0,positivo
recomendadissimos,1.0,0.0,positivo
graoanalistas,1.0,0.0,positivo
maismuito,1.0,0.0,positivo
eddies,0.7297297297297297,0.2702702702702703,positivo
esquecente,1.0,0.0,positivo
gourmant,1.0,0.0,positivo
-simplesmente,1.0,0.0,positivo
ganhambum,1.0,0.0,positivo
familiaar,1.0,0.0,positivo
porteira,0.8584905660377359,0.14150943396226415,positivo
lingo,1.0,0.0,positivo
apressadas,1.0,0.0,positivo
gadtronômica,1.0,0.0,positivo
andável,1.0,0.0,positivo
cremosinha,1.0,0.0,positivo
estadono,1.0,0.0,positivo
paquei,0.5,0.5,negativo
trasicionais,1.0,0.0,positivo
benifico,1.0,0.0,positivo
flamboyant),0.8571428571428571,0.14285714285714285,positivo
experinmentar,1.0,0.0,positivo
conservacionista,1.0,0.0,positivo
maranhense.tem,1.0,0.0,positivo
rústica/,0.8888888888888888,0.1111111111111111,positivo
encana,0.8611111111111112,0.1388888888888889,positivo
mignonete,1.0,0.0,positivo
acacau,1.0,0.0,positivo
certanejo,1.0,0.0,positivo
feriafo,0.0,1.0,negativo
interessanre,1.0,0.0,positivo
feiktos,1.0,0.0,positivo
ronierisson,1.0,0.0,positivo
descoladíssimas,1.0,0.0,positivo
australina,1.0,0.0,positivo
difenciados,1.0,0.0,positivo
brigadeira,0.8461538461538461,0.15384615384615385,positivo
escolhrmoo,1.0,0.0,positivo
imperdiivel,1.0,0.0,positivo
saborozo,1.0,0.0,positivo
estourados,0.0,1.0,negativo
incrível!!com,1.0,0.0,positivo
matiazi,0.0,1.0,negativo
stand-outs,1.0,0.0,positivo
muuiiitooooo,1.0,0.0,positivo
naobdeixa,0.0,1.0,negativo
detentor,0.9,0.1,positivo
diversps,1.0,0.0,positivo
sicos,0.9067796610169492,0.09322033898305083,positivo
diferêncial,1.0,0.0,positivo
n'as,1.0,0.0,positivo
meticulosos,1.0,0.0,positivo
esotico,1.0,0.0,positivo
adentimento,0.9375,0.0625,positivo
ambientee,1.0,0.0,positivo
cuidadoso.parabens,1.0,0.0,positivo
carnde,0.8333333333333334,0.16666666666666666,positivo
aqueles,0.8894092763257291,0.11059072367427104,positivo
franziskaner,1.0,0.0,positivo
geladinhaa,1.0,0.0,positivo
spelo,0.9333333333333332,0.06666666666666668,positivo
condizentos,1.0,0.0,positivo
mão(com,1.0,0.0,positivo
conveniencia,0.8965517241379308,0.10344827586206896,positivo
oyima,1.0,0.0,positivo
e.special,1.0,0.0,positivo
impe2,1.0,0.0,positivo
surporeendidos,1.0,0.0,positivo
quesos,1.0,0.0,positivo
prinipal,0.75,0.25,positivo
maravilhoso!!e,1.0,0.0,positivo
ramischnisel,1.0,0.0,positivo
caipirissima,0.7692307692307693,0.2307692307692308,positivo
frustantes,0.0,1.0,negativo
deliciosass,1.0,0.0,positivo
boccoroncino,1.0,0.0,positivo
terapeuticas,1.0,0.0,positivo
maravilhosa!ah,1.0,0.0,positivo
fanaticos,1.0,0.0,positivo
poido,1.0,0.0,positivo
risone,0.875,0.125,positivo
maxy,0.0,1.0,negativo
ceddo,1.0,0.0,positivo
rnfim,1.0,0.0,positivo
disponibilizarao,1.0,0.0,positivo
chorrisco,0.5,0.5,negativo
queixosas,0.0,1.0,negativo
acessecivel,1.0,0.0,positivo
deve-to-go,1.0,0.0,positivo
fiorentia,1.0,0.0,positivo
bacanacom,1.0,0.0,positivo
agradéveis,1.0,0.0,positivo
cadenciada,1.0,0.0,positivo
cedoo,1.0,0.0,positivo
marviolhosa,1.0,0.0,positivo
mutta,0.5,0.5,negativo
alcance,0.9,0.1,positivo
intiuasi,1.0,0.0,positivo
koulouria,0.3333333333333333,0.6666666666666666,negativo
desconfio,0.5211267605633803,0.4788732394366197,positivo
damesma,1.0,0.0,positivo
chimarrão,0.9242424242424242,0.07575757575757576,positivo
picatta,1.0,0.0,positivo
jatuarana,0.9642857142857144,0.03571428571428571,positivo
rock!tem,1.0,0.0,positivo
narciso,1.0,0.0,positivo
cristada,0.0,1.0,negativo
emobra,0.5,0.5,negativo
indiciduais,1.0,0.0,positivo
msmp,1.0,0.0,positivo
altíssimod,0.0,1.0,negativo
totalmenta,1.0,0.0,positivo
desapontadas,0.0,1.0,negativo
ciúmes,1.0,0.0,positivo
huuuuum,1.0,0.0,positivo
arcom,0.7390417940876657,0.2609582059123344,positivo
crostoso,1.0,0.0,positivo
noqque,0.0,1.0,negativo
muiiiiiiiiiiiiiito,1.0,0.0,positivo
emadeirada,1.0,0.0,positivo
mals,0.5,0.5,negativo
primaera,0.0,1.0,negativo
maaraavilhoosa,1.0,0.0,positivo
substance,1.0,0.0,positivo
pápo,1.0,0.0,positivo
uma.nova,1.0,0.0,positivo
menie,0.9375,0.0625,positivo
maiorores,1.0,0.0,positivo
regiobal,1.0,0.0,positivo
wiskies,1.0,0.0,positivo
15:20,0.3333333333333333,0.6666666666666666,negativo
